Data_Source,legal_entity_id,legal_edrpou_id,legal_title,legal_lat,legal_lng,Distance,division_id,division_name,division_type,division_phone,division_email,residence_area,residence_gromada_name,residence_gromada_koatuu,residence_region,residence_settlement_type,residence_settlement,residence_settlement_koatuu,residence_addresses,location,sdp_lat,sdp_lng,Admin1_Pcode,Admin1_Name,Admin2_Pcode,Admin2_Name,Admin3_Pcode,Admin3_Name,Admin4_Pcode,Admin4_Name,hf_type,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,1.426312217,650ae1cb-1ab3-40b2-88fd-d4bbcbcd9c5b,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 2 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Стуса Василя, 3",0101000000A1F48590F3BA3640E065868DB2384840,48.442949,22.730279,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,11.41875251,3e75fd08-37ac-4693-8c43-7b6c61170889,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 20 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,ЧИНАДІЇВСЬКА,2122755500,МУКАЧІВСЬКИЙ,село,ВІЛЬХОВИЦЯ,2122781002,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, село ВІЛЬХОВИЦЯ, вулиця Миру, 15",0101000000DFA815A6EFD93640A7CB6262F33D4840,48.48399,22.851313,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104025,Chynadiivska,UA2104025005,Vilkhovytsia,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,10.97370086,8ea04c79-5011-4f1f-a2fa-7eedc11bd012,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 21 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,ЧИНАДІЇВСЬКА,2122755500,МУКАЧІВСЬКИЙ,село,ОБАВА,2122786201,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, село ОБАВА, вулиця Шевченка, 3",0101000000F871344756CE36409CA38E8EAB414840,48.513048,22.806004,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104025,Chynadiivska,UA2104025011,Obava,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,2.084283011,bc184180-61ed-49f3-adab-6a259e9693d4,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 3 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Росвигівська, 9",010100000002D4D4B2B5B636403C8386FE093A4840,48.45343,22.71371,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,2.395314247,3a382e2b-3f4f-4914-9954-78d5fb44a65b,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 4 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Береста Олексія, 32/17",01010000001C96067E54AF36407FC16ED8B6364840,48.427455,22.684883,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,4.975259446,ce7b82c7-db7e-4a39-8652-5cf51e7a70e6,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 5 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Космонавтів, 31",0101000000BD35B05582B936409F3E027FF8314840,48.390396,22.724645,,,,,,,,,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,1.491101251,9df5b9a1-483e-4a98-8ccf-41bfd18fddd4,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 6 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Окружна, 28/99",0101000000D15CA79196B236400647C9AB73384840,48.44103,22.69761,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,0.895304509,9869d4ea-bf83-439e-893b-35abb196c4df,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 7 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Ілони Зріні, 113/40",0101000000D32D3BC43FB436400B46257502384840,48.437575,22.704098,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,2.812391232,59aed5fc-0889-48f8-a960-bb226383ea56,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 8 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Верді Джузеппе, 6/106",0101000000D7C0560916BF36401A6EC0E787394840,48.44946,22.74643,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,2.078107012,d07a7bbc-6b3c-407b-a45d-6d8d2911550d,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ № 9 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,місто,МУКАЧЕВО,2110400000,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, місто МУКАЧЕВО, вулиця Варшавська, 39Б/81",01010000004165FCFB8CB336403DB83B6BB7394840,48.45091,22.70137,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015001,Mukachevo,Ambulotory,,
NHSU Dataset,00e03ca6-f1ed-46ce-bc6a-32bc695536ef,ID_40390032,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО МЕДИЧНИЙ ЦЕНТР СІМ'Я,48.434721,22.715446,6.1984367,3cb089a2-c7bf-4f33-9a26-a026a0cceb8f,АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ - СІМЕЙНОЇ МЕДИЦИНИ №15 КНП МЕДИЧНИЙ ЦЕНТР СІМ'Я,Амбулаторія,tel:+380950000343,pmdmukachevo@mukachevo-rada.gov.ua,ЗАКАРПАТСЬКА,МУКАЧІВСЬКА,2110400000,МУКАЧІВСЬКИЙ,село,МАКАРЬОВО,2122785401,"ЗАКАРПАТСЬКА область, МУКАЧІВСЬКИЙ район, село МАКАРЬОВО, вулиця Духновича, 3",01010000006495D233BDCC364056647440122A4840,48.44452,22.632728,UA21,Zakarpatska,UA2104,Mukachivskyi,UA2104015,Mukachivska,UA2104015013,Nove Davydkovo,Ambulotory,,
NHSU Dataset,01ce0e5e-ffef-4397-9f85-ca6aa9fc393a,ID_44397639,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СХІДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ,49.229674,23.348859,13.5043478,e4e52329-4186-4ab9-aa16-01eafd9957dd,АМБУЛАТОРІЯ ЗПСМ С-ЩЕ ПІДБУЖ,Амбулаторія,tel:+380964807480,shidnytsa-pervynka@ukr.net,ЛЬВІВСЬКА,СХІДНИЦЬКА,4610345400,ДРОГОБИЦЬКИЙ,смт,ПІДБУЖ,4621255700,"ЛЬВІВСЬКА область, ДРОГОБИЦЬКИЙ район, смт. Підбуж, вулиця Івана Франка, 32",01010000006475ABE7A43F3740F4F8BD4D7FAA4840,49.33201,23.24861,UA46,Lvivska,UA4602,Drohobytskyi,UA4602007,Skhidnytska,UA4602007002,Pidbuzh,Ambulotory,,
NHSU Dataset,01ce0e5e-ffef-4397-9f85-ca6aa9fc393a,ID_44397639,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СХІДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ,49.229674,23.348859,0.509946896,4da890da-4715-42a5-9829-52311f6abd84,АМБУЛАТОРІЯ ЗПСМ С-ЩЕ СХІДНИЦЯ,Амбулаторія,tel:+380684262265,shidnytsa-pervynka@ukr.net,ЛЬВІВСЬКА,СХІДНИЦЬКА,4610345400,NULL,смт,СХІДНИЦЯ,4610345400,"ЛЬВІВСЬКА область, смт. Східниця, вулиця Промислова, 10Б",0101000000C58F31772D593740302AA913D09C4840,49.2251,23.34835,UA46,Lvivska,UA4602,Drohobytskyi,UA4602007,Skhidnytska,UA4602007001,Skhidnytsia,Ambulotory,,
NHSU Dataset,01ce0e5e-ffef-4397-9f85-ca6aa9fc393a,ID_44397639,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ СХІДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ,49.229674,23.348859,3.505523569,b8585775-54a0-4035-aaf5-4612bec4c60b,АМБУЛАТОРІЯ ЗПСМ С. НОВИЙ КРОПИВНИК,Амбулаторія,tel:+380972919178,shidnytsa-pervynka@ukr.net,ЛЬВІВСЬКА,СХІДНИЦЬКА,4610345400,ДРОГОБИЦЬКИЙ,село,НОВИЙ КРОПИВНИК,4621285101,"ЛЬВІВСЬКА область, ДРОГОБИЦЬКИЙ район, село Новий Кропивник, вулиця Довбуша, 14",010100000091F2936A9F4E3740CF49EF1B5F9B4840,49.21384,23.30712,UA46,Lvivska,UA4602,Drohobytskyi,UA4602007,Skhidnytska,UA4602007014,Novyi Kropyvnyk,Ambulotory,,
NHSU Dataset,026e3f19-0ae8-4d3a-bb2b-0dab92e7b8c9,ID_26189147,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 2 ДНІПРОВСЬКОГО РАЙОНУ М.КИЄВА,50.430267,30.608534,0.006008486,ea7c2a49-1732-4f52-b5aa-300dc3986139,КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМТСТВО ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНИТАРНОЇ ДОПОМОГИ №2 ДНІПРОВСЬКОГО РАЙОНУ М. КИЄВА,Місце провадження діяльності,tel:+380445505080,v_poliuklinika2@ukr.net,М.КИЇВ,КИЇВ,8000000000,NULL,місто,КИЇВ,8000000000,"М.КИЇВ, місто КИЇВ, проспект Павла Тичини, 22",010100000054FD4AE7C39B3E409D2ADF3312374940,50.430243,30.608458,UA80,Kyiv,UA8000,Kyiv,UA8000000,Kyiv,UA8000000000,Kyiv,Ambulotory,,
